編號,品牌通路,品牌,系列中文名稱,系列英文名稱,中文品名,英文品名,中文簡介,英文簡介,用途,品項,功效,上市日期,規格,販售國家,停產國家,是否限量,產品別名,建立時間,修改時間,是否為口碑之星,是否在前台隱藏,精選文章數,是否上過首頁推薦,產品圖,圖1,圖2,圖3,圖4,圖5,
17077,專櫃,THREE,2017 春妝系列,,立體眼采刷,,融合軟硬度相異的各種刷毛，嚴格追求完美柔韌度與抓粉力的專業眼采刷。彷彿以雙眸為畫布，自由揮灑色彩與光澤的纖細表情。,,美容工具,"彩妝工具,",,2017/1/1,"容量:SS:NT1200:RM0,容量:S:NT1250:RM0,容量:M:NT1500:RM0,容量:L:NT1600:RM0,","TW, MY",,N,"THREE 立體眼采刷,立體眼采刷",2017/2/13,,N,Y,,N,https://pic.pimg.tw/styleme/1486992594-1545762182.jpg,,,,,,
17080,專櫃,THREE,2017 春妝系列,,勻色眼采盒,,自在揮灑創意的全新４色眼盒，相互迥異的質地與色彩，可發揮多途功能。任何場景與風格都能駕馭自如的３款不敗基本盤，開闢出大地色眼采的全新領域。,,彩妝品,"眼影,","光澤,霧面,長效持妝,薄透,珠光,顯色,",2017/1/1,,"TW, MY",,N,"THREE 勻色眼采盒,勻色眼采盒",2017/2/13,,N,Y,,N,https://pic.pimg.tw/styleme/1486992703-4227575634.jpg,,,,,,
17086,專櫃,THREE,2017 春妝系列,,立體勻色刷,,令霜狀眼采即刻融合眼眸的勻色刷。獨特考究的刷頭設計，讓操作如此輕鬆簡單。,,美容工具,"彩妝工具,",,2017/1/1,,"TW, MY",,N,"THREE 立體勻色刷,立體勻色刷",2017/2/13,,N,Y,,N,https://pic.pimg.tw/styleme/1486992959-3479110799.jpg,,,,,,
17089,專櫃,,激光煥白系列,,激光煥白輕感氣墊粉餅—無瑕版 SPF50+  PA+++,Blanc Expert Cushion Compact High Coverage SPF50+ PA+++,2017年蘭蔻全新【激光煥白輕感氣墊粉餅—無瑕版】，獨家專利「氣凝科技」，打造無重力「空氣粉體」；除了滿足妳最渴望的「超無瑕  超水亮  超服貼」3大需求之外，更為妳打造奢華細緻的無瑕光感，彷若無妝的零負擔輕盈底妝，讓妳看起來像沒化妝卻比素顏皮膚更好！,,彩妝品,"氣墊粉餅,","透亮,均勻膚色,遮瑕,打亮,",2017/1/1,"容量:單蕊:NT1150:RM0,容量:雙蕊:NT1950:RM0,","TW, MY",,N,"LANCOME 激光煥白輕感氣墊粉餅—無瑕版 SPF50+/ PA+++,激光煥白輕感氣墊粉餅—無瑕版 SPF50+/ PA+++,蘭蔻 激光煥白輕感氣墊粉餅—無瑕版 SPF50+/ PA+++",2017/2/13,,N,Y,1,N,https://pic.pimg.tw/styleme/1486993373-2886600484.png,,,,,,
17092,網路,TKY,,,Perfect finish loose powder,,極細美顏蜜粉，讓底妝更光滑、持久定妝、完美無瑕。,,彩妝品,"蜜粉,","修飾毛孔,均勻膚色,長效持妝,服貼,遮瑕,",,"容量:105g:NT0:RM99,","TW, MY",,N,,2017/2/15,,N,N,,N,https://pic.pimg.tw/styleme/1487128220-3338136636.jpg,,,,,,
17095,開架,Biore 蜜妮,,,Perfect Cleansing Water Oil Clear,Perfect Cleansing Water Oil Clear,無油配方，不添加香料、色素和酒精，溫和不刺激，可快速溶解彩妝。,,保養品,"卸妝產品,","卸妝,溫和低刺激,",,,"TW, MY",,N,,2017/2/15,,N,N,,N,https://pic.pimg.tw/styleme/1487128360-3120873486.jpg,,,,,,
17101,專櫃,NARS,唇彩,,時尚經典唇膏,Sheer Lipstick,誘惑迷人的持久型唇膏，富含潤澤成份和專利抗氧化保濕配方，可充分滋養和呵護唇部，營造舒適妝效和絲綢般的奢華色彩。2017/02限量春彩推出焦赭色（柔緞）、霓虹珊瑚（絲霧）全新2色。,,彩妝品,"唇膏,","霧面,長效持妝,顯色,滋潤,",2008/4/10,"容量:3.4g:NT900:RM0,","TW, MY",,Y,"NARS 時尚經典唇膏,時尚經典唇膏",2017/2/15,,N,N,6,N,https://pic.pimg.tw/styleme/1487145476-1796001882.png,,,,,,
17104,專櫃,NARS,多功能系列,,特霧亮彩膏,Matte Multiple,飽合的霧面色彩宛如陽光親吻著肌膚，可用於唇部和雙頰。乾擦可打造出自然柔和的霧面效果，溼擦則賦予肌膚豐潤而生動的妝感。2017限量春彩推出全新焦紅色。,,彩妝品,"腮紅修容,唇彩唇蜜,","潤色,霧面,顯色,好上色,",2014/4/1,"容量:7.5g:NT1350:RM0,","TW, MY",,Y,"NARS 特霧亮彩膏,特霧亮彩膏",2017/2/15,,N,N,,N,https://pic.pimg.tw/styleme/1487146176-3357193290.png,,,,,,
17107,專櫃,NARS,眼彩,,絲絨柔珠眼影筆,Velvet Shadow Stick,能迅速打底，順滑質地輕易暈染，更可隨心所欲混搭霧面眼彩或疊搭其他色系。筆狀設計方便轉出使用，隨時打造魅惑眼眸！可單獨或搭配粉狀眼影使用。2017春彩四色：閃耀橙、金屬天藍（限量）、金銅色、豔麗紫（限量）,,彩妝品,"眼影,","霧面,顯色,好上色,好推勻,色彩飽和,",2017/2/1,"容量:4g:NT950:RM0,","TW, MY",,Y,"NARS 絲絨柔珠眼影筆,絲絨柔珠眼影筆",2017/2/15,,N,N,,N,https://pic.pimg.tw/styleme/1487147282-2308345387.png,,,,,,
17110,專櫃,NARS,底妝,,妝點甜心遮瑕霜,Soft Matte Complete Concealer,無懈可擊的保溼力加上超強遮瑕力，更添加了無油乳霜配方中的柔焦滑順複合成分，有效柔焦、遮瑕、撫平斑點瑕疵，呈現整體自然妝感，全天候不乾燥！共9色。,,彩妝品,"遮瑕,","潤色,修正膚色,修飾毛孔,遮瑕,滋潤,",2017/2/1,"容量:5g:NT1050:RM0,","TW, MY",,N,"NARS 妝點甜心遮瑕霜,妝點甜心遮瑕霜",2017/2/15,,N,N,,N,https://pic.pimg.tw/styleme/1487147653-2677940057.png,,,,,,
17113,專櫃,NARS,專業妝前系列,,輕無畏！多重防護乳 SPF50 PA++++,Smooth & Protect Primer SPF 50,隱形防護科技，打造輕盈廣效性防曬保護層，抵禦環境與污染的侵害；肌膚柔滑配方可強效柔化斑點瑕疵、隱形毛孔，為肌膚做好完美妝前準備。,,彩妝品,"妝前打底,","修飾毛孔,防曬,遮瑕,",2017/3/1,"容量:30ml:NT1300:RM0,","TW, MY",,N,"NARS 輕無畏！多重防護乳 SPF 50/PA++++,輕無畏！多重防護乳 SPF 50/PA++++",2017/2/15,,N,N,,N,https://pic.pimg.tw/styleme/1487148832-3460164510.png,,,,,,
17116,專櫃,NARS,專業妝前系列,,輕無畏！零孔慌妝前乳,Pore & Shine Control Primer,,,彩妝品,"妝前打底,","潤色,控油,修飾毛孔,霧面,",2017/3/1,"容量:30ml:NT1300:RM0,","TW, MY",,N,"NARS 輕無畏！零孔慌妝前乳,輕無畏,輕無畏！零孔慌妝前乳,零孔慌妝前乳",2017/2/15,,N,N,5,N,https://pic.pimg.tw/styleme/1487151516-1774749419.png,,,,,,
17119,專櫃,NARS,專業妝前系列,,輕無畏！裸光妝前乳SPF35 PA+++,Radiance Primer SPF 35,煥發光彩複合配方，能立即提升亮度並持續喚醒黯沉、疲憊的肌膚；防曬微珠接觸到肌膚就會立即釋放，形成廣效性防曬保護層，同時注入吳茱萸精華，賦予肌膚生命力，,,彩妝品,"妝前打底,","潤色,修正膚色,均勻膚色,防曬,珠光,",2017/3/1,"容量:30ml:NT1300:RM0,","TW, MY",,N,"NARS 輕無畏！裸光妝前乳SPF 35/PA+++,輕無畏！裸光妝前乳SPF 35/PA+++",2017/2/15,,N,N,,N,https://pic.pimg.tw/styleme/1487151833-127653154.png,,,,,,
17125,專櫃,cle de peau beaute 肌膚之鑰,特殊保養,,激光鑽白身體菁華,Concentrated Brightening Body Serum,質地輕盈水潤的奢華身體保養菁華，添加光采明亮複合物EX、櫻花葉萃取菁華、傳明酸等，賦予身體肌膚應有的透明感、張力與光采；淨白保養同時提供天然玫瑰、檀香、安息香與夜來香等珍貴花朵調香，奢華而獨具深度。,,美體產品,"身體保養,","滋潤,美白,提升光澤,透亮,香氛,平滑膚觸,",2017/1/20,"容量:100ml:NT2700:RM0,","TW, MY",,N,"cle de peau beaute 激光鑽白身體菁華,激光鑽白身體菁華,肌膚之鑰 激光鑽白身體菁華",2017/2/16,,N,N,,N,https://pic.pimg.tw/styleme/1487225041-2768517393.png,,,,,,
17128,專櫃,cle de peau beaute 肌膚之鑰,特殊保養,,激光鑽白菁萃EX,Concentrated Brightening Serum,添加肌膚之鑰獨特明星成分——光采明亮複合物EX，有效減低因壓力所造成的肌膚傷害。同時加入4MSK，改善肌膚因紫外線所形成之斑點問題，強化升級淡斑淨白、紅潤膚色、表面透亮三大功效，打造出鑽白光采。,,保養品,"精華液,","美白,透亮,均勻膚色,淡斑,提升光澤,",2017/1/20,"容量:40ml:NT5400:RM0,","TW, MY",,N,"cle de peau beaute 激光鑽白菁萃EX,激光鑽白菁萃EX,肌膚之鑰 激光鑽白菁萃EX",2017/2/16,,N,N,,N,https://pic.pimg.tw/styleme/1487226020-526490318.png,,,,,,
17131,專櫃,benefit,假裝易容術,,嘖嘖稱齊毛孔修正液,The Pore Fessional Pore Minimizing Makeup,全新反「孔」成員，輕透粉底質地，簡單的三段式機關和獨家訂製海綿刷頭，只需搖、滴、拍三步驟就能瞬間隱形肌膚凹洞及細紋粗大毛孔，清爽持妝8小時（全5色，台灣地區僅販售1、2、3號）。,,彩妝品,"遮瑕,","修飾毛孔,長效持妝,遮瑕,",2017/1/1,"容量:15ml:NT1200:RM0,","TW, MY",,N,"benefit 嘖嘖稱齊毛孔修正液,嘖嘖稱齊毛孔修正液",2017/2/16,,N,N,,N,https://pic.pimg.tw/styleme/1487226434-2396824966.png,,,,,,
17134,開架網路,I’M MEME,我愛魔法棒系列,,IMMEME我愛亮顏魔法棒,I'm Multi Stick Highlighting,跳脫傳統底妝化妝方式，無論身體任何部位，都可以輕鬆擁有棒棒色彩。絲絨細密膏狀質地的成份，輕輕一抹即可均勻塗開，立刻擁有立體高光及修容效果，同步完成所有底妝，輕鬆打造自然陶瓷美肌，讓你膚質好棒棒。,,彩妝品,"妝前打底,腮紅修容,","修飾毛孔,光澤,打亮,",2016/12/1,"容量:10g:NT250:RM0,","TW, MY",,N,"I’M MEME 我愛亮顏魔法棒,我愛亮顏魔法棒",2017/2/16,,N,N,,N,https://pic.pimg.tw/styleme/1487231905-1398058222.png,,,,,,
17137,開架網路,I’M MEME,唇彩系列,,IMMEME我愛氣墊QQ唇,I'm Tic Toc Tint Lip,有別於一般唇膏，藉由氣墊刷頭創造更滋潤、更亮澤的唇妝感，輕輕一抹就能擁有鮮豔飽和唇色，並添加維他命E、添加山茶花油、榛果油、玫瑰油、蓮花油、月見草油多種植物萃取成分，潤色同時潤養肌膚。共5色。,,彩妝品,"唇彩唇蜜,","潤色,顯色,色彩飽和,滋潤,",2016/12/1,"容量:2.5g:NT450:RM0,","TW, MY",,N,"I’M MEME 我愛氣墊QQ唇,我愛氣墊QQ唇",2017/2/16,,N,N,,N,https://pic.pimg.tw/styleme/1487232432-2976093665.png,,,,,,
17140,開架網路,I’M MEME,我愛魔法棒系列,,IMMEME我愛粉底魔法棒,I'm Multi Stick Foundation,跳脫傳統底妝化妝方式，絲絨細密膏狀質地，輕輕一抹即可均勻塗開，立刻擁有立體高光及修容效果，360度零死角輕鬆打造立體輪廓以及柔滑滋潤的自然陶瓷美肌，讓你膚質好棒棒（共2色：亮膚色、自然膚色）,,彩妝品,"妝前打底,腮紅修容,","修正膚色,修飾毛孔,遮瑕,",2016/12/1,"容量:10g:NT550:RM0,","TW, MY",,N,"IMMEME我愛粉底魔法棒,我愛粉底魔法棒",2017/2/16,,N,N,,N,https://pic.pimg.tw/styleme/1487232746-2919487956.png,,,,,,
17143,專櫃網路,PONY EFFECT,魔幻棒系列,,粉底魔幻棒,Makeup Arti Stick Foundation,輕薄的棒狀底妝，一次滿足粉底、修容、腮紅、打亮四大底妝需求，每旋轉一次，精準轉出2.5mm方便上妝，使用輕盈配方，強光下線條依然柔和自然，粉狀質地幫助妝容更持久。,,彩妝品,"妝前打底,遮瑕,","潤色,修正膚色,修飾毛孔,遮瑕,打亮,",2016/12/16,"容量:10g:NT1200:RM0,","TW, MY",,N,"PONY EFFECT 粉底魔幻棒,粉底魔幻棒",2017/2/16,,N,N,,N,https://pic.pimg.tw/styleme/1487234078-734837165.png,,,,,,
17146,專櫃網路,PONY EFFECT,魔幻棒系列,,修容魔幻棒,Makeup Arti Stick,輕薄的棒狀底妝，一次滿足粉底、修容、腮紅、打亮四大底妝需求，每旋轉一次，精準轉出2.5mm方便上妝，使用輕盈配方，強光下線條依然柔和自然，粉狀質地幫助妝容更持久。,,彩妝品,"遮瑕,腮紅修容,","修正膚色,修飾毛孔,遮瑕,打亮,",2016/12/16,"容量:10g:NT1200:RM0,","TW, MY",,N,"PONY EFFECT 修容魔幻棒,修容魔幻棒",2017/2/16,,N,N,,N,https://pic.pimg.tw/styleme/1487234358-2776621900.png,,,,,,
17149,專櫃網路,PONY EFFECT,魔幻棒系列,,腮紅魔幻棒,Makeup Arti Stick Cheek,輕薄的棒狀底妝，一次滿足粉底、修容、腮紅、打亮四大底妝需求，每旋轉一次，精準轉出2.5mm方便上妝，使用輕盈配方，強光下線條依然柔和自然，粉狀質地幫助妝容更持久。,,彩妝品,"腮紅修容,","潤色,顯色,打亮,",2016/12/16,"容量:10g:NT1200:RM0,","TW, MY",,N,"PONY EFFECT 腮紅魔幻棒,腮紅魔幻棒",2017/2/16,,N,N,,N,https://pic.pimg.tw/styleme/1487234525-2565254061.png,,,,,,
17152,專櫃網路,PONY EFFECT,魔幻棒系列,,亮顏魔幻棒,Makeup Arti Stick Highlighter,輕薄的棒狀底妝，一次滿足粉底、修容、腮紅、打亮四大底妝需求，每旋轉一次，精準轉出2.5mm方便上妝，使用輕盈配方，強光下線條依然柔和自然，粉狀質地幫助妝容更持久。,,彩妝品,"腮紅修容,","修正膚色,修飾毛孔,打亮,",2016/12/16,"容量:10g:NT1200:RM0,","TW, MY",,N,"PONY EFFECT 亮顏魔幻棒,亮顏魔幻棒",2017/2/16,,N,N,,N,https://pic.pimg.tw/styleme/1487234962-1733002416.png,,,,,,
17155,專櫃網路,PONY EFFECT,眼彩系列,,幻彩眼影霜,Unlimited Cream Shadow,具有神祕金屬光澤的煙燻眼影，塗抹至眼皮後，透過光線折射，不同角度會反射出不同光澤，達到幻彩眼影效果，細膩膏狀質地可服貼眼部創造水潤眼妝，抗汗抗水使妝容更持久。共有甜心粉、銀河藍、神秘紫、豔陽橙4色。,,彩妝品,"眼影,","光澤,透亮,服貼,顯色,抗暈染,",2016/12/16,"容量:6g:NT690:RM0,","TW, MY",,N,"PONY EFFECT 幻彩眼影霜,幻彩眼影霜",2017/2/16,,N,N,,N,https://pic.pimg.tw/styleme/1487235242-2980384673.png,,,,,,
17158,專櫃網路,PONY EFFECT,底妝系列,,專業遮瑕膏,Cover Up Pro Concealer,清爽不黏膩的膏狀遮瑕產品，質地細膩服貼肌膚，高遮瑕度遮蓋肌膚瑕疵。內附鏡子，有助隨時補妝使用。提供2色挑選：自然色、健康色。,,彩妝品,"遮瑕,","修正膚色,修飾毛孔,均勻膚色,服貼,遮瑕,",2016/12/16,"容量:3g:NT690:RM0,","TW, MY",,N,"PONY EFFECT 專業遮瑕膏,專業遮瑕膏",2017/2/16,,N,N,,N,https://pic.pimg.tw/styleme/1487235798-1353209796.png,,,,,,
17161,專櫃網路,PONY EFFECT,美容用具,,魔幻底妝刷,Magnetic Brush Pro,一款多功能的粉底刷，合成刷毛材質可減少油脂及水分吸附，適用於液狀、棒狀、霜狀粉底。粉底刷底部具有磁吸力，便於收納更衛生。刷毛柔軟，可輕易觸及臉部各角落，不易形成刷痕。,,美容工具,"彩妝工具,",,2016/12/16,"容量:1入:NT990:RM0,","TW, MY",,N,"PONY EFFECT 魔幻底妝刷,魔幻粉底刷",2017/2/16,,N,N,,N,https://pic.pimg.tw/styleme/1487236011-2187176600.png,,,,,,
17164,開架網路,I’M MEME,唇彩系列,,PONY女王花漾唇膏,Blossom Lip,適合亞洲人肌膚的自然豐富色彩，讓唇妝猶如花朵色彩般鮮豔，明亮且輕盈的色調打造出自然的光澤唇色，質地潤澤不黏膩，同時含有保養成分，美麗之餘還能修護雙唇。全4色：玫瑰紅、浪漫紫、珊瑚橘、浪漫粉。,,彩妝品,"唇膏,","潤色,光澤,顯色,好上色,色彩飽和,",2016/12/16,"容量:4.5g:NT390:RM0,","TW, MY",,N,"PONY x MEMEBOX 花漾唇膏,PONY女王 花漾唇膏,花漾唇膏",2017/2/16,,N,N,7,N,https://pic.pimg.tw/styleme/1487236388-2543645903.png,,,,,,
17167,開架網路,nooni,,,深層水修護霜（平衡型）,Deep water therapy facial cream balancing,具有「鎂：鉀：鈣=3:1:1」完美均衡的礦物成分比例，並使用親膚性佳的東海海洋深層水，來自深海的礦物水能深層滋潤肌膚，清爽不油膩，並牢牢鎖住水分。,,保養品,"乳霜,","保濕,滋潤,清爽,不黏膩,",2016/12/16,"容量:50g:NT790:RM0,","TW, MY",,N,"nooni 深層水修護霜（平衡型）,深層水修護霜（平衡型）",2017/2/16,,N,Y,,N,https://pic.pimg.tw/styleme/1487238242-761604326.png,,,,,,
17170,開架網路,nooni,,,深層水修護霜（清爽型）,Deep water therapy facial cream fresh,具有「鎂：鉀：鈣=3:1:1」完美均衡的礦物成分比例，並使用親膚性佳的東海海洋深層水，來自深海的礦物水能深層滋潤肌膚，清爽不油膩，並牢牢鎖住水分。,,保養品,"乳霜,","保濕,滋潤,清爽,不黏膩,",2016/12/16,"容量:50g:NT790:RM0,","TW, MY",,N,"nooni 深層水修護霜（清爽型）,深層水修護霜（清爽型）",2017/2/16,,N,Y,,N,https://pic.pimg.tw/styleme/1487238616-2102329937.png,,,,,,
17173,開架網路,nooni,,,深層水潔淨洗顏粉,Deep water therapy multi-use powder wash,不含傷害環境的柔珠成分，利用酵素溫和洗去老廢角質、雜質，洗完不乾澀，肌膚更清爽滋潤。個別包裝，單次使用不浪費。可當臉部日常清潔使用，也可用在其他身體部位，如頭皮清潔、身體清潔、足部去角質等。,,保養品,"洗顏產品,","清潔,去角質,",2016/12/16,"容量:30包入:NT590:RM0,","TW, MY",,N,"nooni 深層水潔淨洗顏粉,深層水潔淨洗顏粉",2017/2/16,,N,Y,,N,https://pic.pimg.tw/styleme/1487238823-3422455169.png,,,,,,
17176,開架網路,nooni,,,雪花深層潔淨卸妝膏,Snowflake cleanser,添加柑橘萃取與乳油木精萃、橘皮萃取、蓮花萃取等植物成分，搭配頂級4倍含氧濟州水，溶出妳的純。透。淨。白！5合一深層卸妝，舒緩保濕肌膚，清爽不緊繃，同時深入毛孔，徹底清潔所有彩妝。,,保養品,"卸妝產品,","卸妝,深層清潔,",2016/12/16,"容量:120g:NT790:RM0,","TW, MY",,N,"nooni雪花深層潔淨卸妝膏,雪花深層潔淨卸妝膏",2017/2/16,,N,Y,,N,https://pic.pimg.tw/styleme/1487239310-2367319861.png,,,,,,
17182,專櫃,CLINIQUE 倩碧,勻淨科研系列,,勻淨白高效精華滲透乳,Even Better Brighter Milky Lotion,高效導入的美白滲透乳，結合超高抗氧化成分玉露精萃和甘草酸鉀等舒緩成分，能改善黑斑及預防未來生成黑斑，同時為肌膚舒緩補水，持續使用就能讓肌膚散發持久明亮的光采。,,保養品,"精華液,","保濕,滋潤,美白,均勻膚色,淡斑,",2017/2/1,"容量:100ml:NT2000:RM0,","TW, MY",,N,"CLINIQUE 勻淨白高效精華滲透乳,倩碧 勻淨白高效精華滲透乳,勻淨白高效精華滲透乳",2017/2/16,,N,N,1,N,https://pic.pimg.tw/styleme/1488898599-2103090311.png,,,,,,
17185,專櫃,CLINIQUE 倩碧,勻淨科研系列,,勻淨白修護BB霜,Even Better Brighter BB Cream,專為亞洲肌膚設計，含有維他命C美白成分的勻淨白修護BB霜，含有維生素C衍生物美白成份，預防斑點及黑色素沉澱，立即提亮膚色，修飾斑點及暗沉、黑眼圈，絲柔輕盈質地，一抹勻透服貼，長效持妝。,,彩妝品,"BB霜,","潤色,修正膚色,均勻膚色,長效持妝,服貼,遮瑕,",2017/2/1,"容量:30ml:NT1350:RM0,","TW, MY",,N,"CLINIQUE 勻淨白修護BB霜,倩碧 勻淨白修護BB霜,勻淨白修護BB霜",2017/2/16,,N,N,,N,https://pic.pimg.tw/styleme/1488898609-1424848912.png,,,,,,
17188,,aatest 測試,嬰兒系列,baby series,抗菌露,Antibacterial bath,,,保養品,,,2017/2/16,,,"TW, MY, ",Y,,2017/2/16,,N,Y,,N,,,,,,,
17191,專櫃網路,bonvivant,,,光彩煥顏霜,Illuminator age cover cream mask,添加松莖萃取精油、米糠萃取、白芍藥萃取、神經胺、玫瑰果油、維他命C、裂褶菇萃取等多種複合成分，加上為肌膚提亮的牛奶蛋白質萃取物、83%的保濕成分，為肌膚塑造素顏般的自然光澤，且全身部位都可安心使用。,,保養品,"乳霜,","保濕,滋潤,美白,透亮,提升光澤,",2016/12/16,"容量:50ml:NT750:RM0,","TW, MY",,N,"bonvivant 光彩煥顏霜,光彩煥顏霜",2017/2/16,,N,Y,,N,https://pic.pimg.tw/styleme/1487245728-3317356059.png,,,,,,
17194,專櫃網路,bonvivant,,,面膜刷,,為「bonvivant礦物泥膜」專用面膜刷，使塗抹泥狀面膜時更輕鬆便利，有助於防止面膜內的水分流失，並幫助塗抹泥狀面膜時均勻推抹覆蓋臉部。,,美容工具,"保養工具,",,2016/12/16,"容量:1入:NT199:RM0,","TW, MY",,N,"bonvivant面膜刷,面膜刷",2017/2/16,,N,Y,,N,https://pic.pimg.tw/styleme/1487248256-1923323067.png,,,,,,
17197,專櫃網路,bonvivant,,,植物純淨洗面乳,Botanical pure cleansing foam,以綿密細緻的泡沫深層潔淨毛孔，並添加滿天星草根萃取物為肌膚保養，清潔的同時不帶走肌膚水分，洗完臉部澎潤不乾澀。全系列共3款：玫瑰、薄荷茶樹、蘆薈。,,保養品,"洗顏產品,","清潔,",2016/12/16,"容量:150ml:NT299:RM0,","TW, MY",,N,"bonvivant 植物純淨洗面乳,植物純淨洗面乳",2017/2/16,,N,Y,,N,https://pic.pimg.tw/styleme/1487248542-1252095619.png,,,,,,
17200,專櫃網路,bonvivant,,,礦物泥膜,Botanical mellow clay mask,,,保養品,"清潔面膜,","去角質,深層清潔,",2016/12/16,"容量:70g:NT499:RM0,","TW, MY",,N,"bonvivant 礦物泥膜,礦物泥膜",2017/2/16,,N,Y,,N,https://pic.pimg.tw/styleme/1487248772-4261731708.png,,,,,,
17203,專櫃,CLINIQUE 倩碧,勻淨科研系列,,勻淨白高效保濕霜,Even Better Brighter Moisture Cream,適合偏乾肌膚的奢華密集保濕霜，能8小時強力保濕，配方中添加輕盈潤膚配方，能瞬間滲透肌膚形成保護層，協助肌膚對抗環境侵害。,,保養品,"乳霜,","保濕,滋潤,修護,抗空汙,",2017/2/1,"容量:50ml:NT2000:RM0,","TW, MY",,N,"CLINIQUE 勻淨白高效保濕霜,倩碧 勻淨白高效保濕霜,勻淨白高效保濕霜",2017/2/16,,N,N,,N,https://pic.pimg.tw/styleme/1488898615-3934061080.png,,,,,,
17206,專櫃,CLINIQUE 倩碧,勻淨科研系列,,勻淨白高效保濕凝膠,Even Better Brighter Moisture Gel Cream,油性肌膚專用，綿密、深層注水保濕的水凝凍配方，長效保濕又有奶油般的舒適感，可以預防色素沉澱，明顯淡化黑斑，留下透亮升級、勻淨無瑕的肌膚。,,保養品,"凝膠凝凍,","保濕,透亮,淡斑,提升光澤,",2017/2/1,"容量:50ml:NT2000:RM0,","TW, MY",,N,"CLINIQUE 勻淨白高效保濕凝膠,倩碧 勻淨白高效保濕凝膠,勻淨白高效保濕凝膠",2017/2/16,,N,N,,N,https://pic.pimg.tw/styleme/1488899042-4002781750.png,,,,,,
17209,專櫃,CLINIQUE 倩碧,勻淨科研系列,,勻淨白高效面膜,Even Better Brighter Moisture Mask,能瞬間恢復光澤、明亮與密集保濕的肌膚，使用一次，就能讓暗沉膚色立即恢復明亮光感，瞬效有感。長期使用能協助改善膚質，使肌膚更明亮、均勻及光滑。,,保養品,"保養面膜,","保濕,美白,透亮,平滑膚觸,",2017/2/1,"容量:100ml:NT1600:RM0,","TW, MY",,N,"CLINIQUE 勻淨白高效面膜,倩碧 勻淨白高效面膜,勻淨白高效面膜",2017/2/16,,N,N,,N,https://pic.pimg.tw/styleme/1488899043-3349577518.png,,,,,,
17215,專櫃,CLINIQUE 倩碧,全能淨化系列,,全能淨化潔面膠,City Block Purifying Charcoal Cleansing Gel,能立即深入清潔肌膚，內含竹炭成分，能吸附殘留在肌膚上最頑強的汙染物，例如廢氣、酸雨等，緩解汙染對皮膚產生的有害影響，同時能有效控制多餘的油脂分泌，提供長期清潔的效果。,,保養品,"洗顏產品,","清潔,控油,抗空汙,",2016/11/1,"容量:150ml:NT880:RM0,","TW, MY",,N,"CLINIQUE 全能淨化潔面膠,倩碧 全能淨化潔面膠,全能淨化潔面膠",2017/2/16,,N,N,,N,https://pic.pimg.tw/styleme/1488899046-1763607467.png,,,,,,
17218,專櫃,CLINIQUE 倩碧,全能淨化系列,,全能淨化深呼吸面膜,City Block Purifying Charcoal Mask and Scrub,只要五分鐘，就能幫肌膚排毒，深層淨膚，去除多餘的油脂、減少毛孔粗大，溫和去角質並協助清潔淨化肌膚。,,保養品,"保養面膜,","深層清潔,收斂毛孔,控油,",2016/11/1,"容量:100ml:NT1000:RM0,","TW, MY",,N,"CLINIQUE 全能淨化深呼吸面膜,倩碧 全能淨化深呼吸面膜,全能淨化深呼吸面膜",2017/2/16,,N,N,,N,https://pic.pimg.tw/styleme/1488899390-490415137.png,,,,,,
17221,專櫃,CLINIQUE 倩碧,全能淨化系列,,全能淨化複合刷頭,Sonic System City Block Purifying Cleansing Brush Head,竹炭刷毛，像磁鐵般吸出皮膚毛孔中的髒汙，能更有效地去除油脂、汙染物和汙垢，達到淨化皮膚的效果。,,美容工具,"保養工具,",,2016/11/1,"尺寸:4.2* 5* 2cm:NT850:RM0,","TW, MY",,N,"CLINIQUE 全能淨化複合刷頭,倩碧 全能淨化複合刷頭,全能淨化複合刷頭",2017/2/16,,N,N,,N,https://pic.pimg.tw/styleme/1488899532-3292295559.png,,,,,,
17224,專櫃,CLINIQUE 倩碧,勻淨科研系列,,勻淨超防禦青春隔離霜SPF40 PA+++,Even Better City Block SPF40 PA+++,365天抗空汙的隔離霜，一抹就形成透氣的薄膜，有效阻擋有害汙染物，添加淡斑美白精華液，讓肌膚更瑩亮白皙，同時具備抗汙染、隔離紫外線、抗氧化、勻淨明亮肌膚四大功效。,,彩妝品,"妝前打底,","美白,透亮,防曬,",,"容量:40ml:NT1400:RM0,","TW, MY",,N,"CLINIQUE 勻淨超防禦青春隔離霜,倩碧 勻淨超防禦青春隔離霜,勻淨超防禦青春隔離霜",2017/2/16,,N,N,1,N,https://pic.pimg.tw/styleme/1488899403-206811804.png,,,,,,
